model,position,method,n,kl_mean,kl_median,kl_p90,kl_p99,kl_max,top1_agreement,state_rel_fro_squared_mean
DeltaNet-1.3B,-1,int8_layer_affine,6400,0.0791674527771029,0.014695405960083008,0.1916884481906891,0.9820134043693542,4.781065464019775,0.94140625,0.03197239526229769
DeltaNet-1.3B,-1,svd1,6400,2.660600687531146,1.8942852020263672,6.093080997467041,10.671746253967285,23.26386833190918,0.40546875,0.48228480060895323
DeltaNet-1.3B,-1,svd16,6400,0.3030434284677455,0.091986283659935,0.7989962100982666,2.856224775314331,17.91729164123535,0.86296875,0.09083527376176771
DeltaNet-1.3B,-1,svd2,6400,1.8990498774659972,1.2654014825820923,4.639670372009277,8.419241905212402,13.695172309875488,0.50921875,0.3323224915688244
DeltaNet-1.3B,-1,svd32,6400,0.07631941868078726,0.015601860359311104,0.1773802638053894,0.840706467628479,14.163463592529297,0.94125,0.04239223230222703
DeltaNet-1.3B,-1,svd4,6400,1.2478262885954883,0.6790370345115662,3.216151475906372,6.773115158081055,13.300490379333496,0.6184375,0.2267170350005227
DeltaNet-1.3B,-1,svd8,6400,0.7071933542805958,0.30649271607398987,1.9345391988754272,4.78919792175293,15.317447662353516,0.74515625,0.15125406065645325
DeltaNet-1.3B,256,int8_layer_affine,6400,0.36664246033976994,0.0976782739162445,1.1153998374938965,3.304945468902588,7.4056315422058105,0.84859375,0.02189526441076845
DeltaNet-1.3B,256,svd1,6400,2.684507210283223,1.960768461227417,6.2564849853515625,10.09488296508789,14.698742866516113,0.38890625,0.22572245396363272
DeltaNet-1.3B,256,svd16,6400,0.08308051277199419,0.010896489024162292,0.18070510029792786,1.164613962173462,5.906088829040527,0.95203125,0.00849967265409459
DeltaNet-1.3B,256,svd2,6400,1.8300927382443848,1.1518934965133667,4.534245491027832,8.717934608459473,13.026589393615723,0.495625,0.11640363177439836
DeltaNet-1.3B,256,svd32,6400,0.0056191136657922315,0.0008584498427808285,0.010126715525984764,0.0799645185470581,0.8120680451393127,0.98875,0.002474551717326301
DeltaNet-1.3B,256,svd4,6400,0.8347970301829739,0.3727271556854248,2.3363490104675293,5.275261402130127,10.363286972045898,0.6965625,0.05100774496677332
DeltaNet-1.3B,256,svd8,6400,0.30544512702531873,0.0793728157877922,0.8785746097564697,2.8758010864257812,9.763267517089844,0.8615625,0.02131205930316354
GatedDeltaNet-1.3B,-1,int8_layer_affine,6400,0.004914505156995808,0.0011460742680355906,0.013426362536847591,0.04461894929409027,0.5505599975585938,0.98453125,0.08589832359328897
GatedDeltaNet-1.3B,-1,svd1,6400,2.3216671974776544,1.2330149412155151,6.33505392074585,11.135531425476074,17.52081871032715,0.47828125,0.4257252808411915
GatedDeltaNet-1.3B,-1,svd16,6400,0.25889060406676107,0.05144393816590309,0.691806972026825,3.053112030029297,10.114283561706543,0.88359375,0.07285271554098753
GatedDeltaNet-1.3B,-1,svd2,6400,1.8842497399323361,0.9580116271972656,5.211183547973633,9.546242713928223,20.981836318969727,0.5365625,0.29862267105840146
GatedDeltaNet-1.3B,-1,svd32,6400,0.07969015114142683,0.012012232095003128,0.18122857809066772,1.1722419261932373,7.985857009887695,0.93765625,0.037391053944981434
GatedDeltaNet-1.3B,-1,svd4,6400,1.3223062501915397,0.5530983805656433,3.794762372970581,7.768441677093506,15.57999038696289,0.63015625,0.19873598120485717
GatedDeltaNet-1.3B,-1,svd8,6400,0.6790815753462431,0.20437410473823547,1.9106584787368774,5.429089069366455,11.327115058898926,0.77015625,0.12480788828649858
GatedDeltaNet-1.3B,256,int8_layer_affine,6400,0.003415569112963723,0.0008819116046652198,0.009035691618919373,0.032383404672145844,0.25546547770500183,0.98453125,0.07568338106251447
GatedDeltaNet-1.3B,256,svd1,6400,1.8442814085956984,0.8267525434494019,5.207339286804199,9.710296630859375,15.076679229736328,0.52828125,0.41284340204050196
GatedDeltaNet-1.3B,256,svd16,6400,0.07260430212702698,0.0103386165574193,0.15943771600723267,1.0717620849609375,5.0982208251953125,0.95,0.048021381334789774
GatedDeltaNet-1.3B,256,svd2,6400,1.2875249530401212,0.4842931628227234,3.8210389614105225,7.495289325714111,15.10776424407959,0.61515625,0.2800955026674404
GatedDeltaNet-1.3B,256,svd32,6400,0.013898842060076758,0.0019052927382290363,0.02508200705051422,0.20328718423843384,1.934099793434143,0.978125,0.01842502542829614
GatedDeltaNet-1.3B,256,svd4,6400,0.7419348501450798,0.22080175578594208,2.21197509765625,5.593745231628418,11.75384521484375,0.74921875,0.1757476075552405
GatedDeltaNet-1.3B,256,svd8,6400,0.2922073298801247,0.060532402247190475,0.7861862778663635,3.1114609241485596,8.803779602050781,0.87734375,0.09899137691206578
Mamba2-1.3B,-1,int8_layer_affine,6400,1.0052101540101919,0.46654582023620605,2.6401848793029785,7.51725959777832,22.226289749145508,0.69671875,0.3273578101303437
